id,status,daysLeft
824,healthy,0
223,healthy,0
224,healthy,0
270,inoculated,0
226,healthy,0
227,healthy,0
803,inoculated,0
38,healthy,0
230,healthy,0
231,inoculated,0
173,recovered,0
233,inoculated,0
35,inoculated,0
235,healthy,0
487,healthy,0
761,healthy,0
454,healthy,0
239,healthy,0
632,inoculated,0
241,inoculated,0
218,inoculated,0
820,inoculated,0
360,inoculated,0
245,healthy,0
246,inoculated,0
247,healthy,0
248,inoculated,0
249,healthy,0
250,healthy,0
251,healthy,0
252,healthy,0
806,healthy,0
893,inoculated,0
554,inoculated,0
991,inoculated,0
257,healthy,0
849,healthy,0
140,healthy,0
522,inoculated,0
652,inoculated,0
262,recovered,0
845,recovered,0
264,inoculated,0
310,inoculated,0
266,inoculated,0
306,healthy,0
268,inoculated,0
269,inoculated,0
225,inoculated,0
271,inoculated,0
786,inoculated,0
477,healthy,0
274,inoculated,0
87,inoculated,0
276,inoculated,0
717,inoculated,0
502,recovered,0
782,healthy,0
280,inoculated,0
281,healthy,0
282,inoculated,0
944,healthy,0
997,healthy,0
285,healthy,0
286,healthy,0
413,inoculated,0
533,healthy,0
289,inoculated,0
290,inoculated,0
337,inoculated,0
292,healthy,0
293,inoculated,0
294,healthy,0
408,healthy,0
653,inoculated,0
297,healthy,0
298,healthy,0
342,healthy,0
351,healthy,0
301,inoculated,0
302,inoculated,0
365,inoculated,0
304,healthy,0
305,inoculated,0
126,healthy,0
307,inoculated,0
124,healthy,0
694,inoculated,0
265,inoculated,0
122,inoculated,0
296,healthy,0
982,inoculated,0
775,inoculated,0
315,inoculated,0
316,healthy,0
317,inoculated,0
318,inoculated,0
319,inoculated,0
320,inoculated,0
321,inoculated,0
571,healthy,0
604,healthy,0
324,inoculated,0
209,inoculated,0
326,inoculated,0
327,healthy,0
328,inoculated,0
86,inoculated,0
164,healthy,0
596,inoculated,0
332,inoculated,0
720,inoculated,0
334,inoculated,0
335,healthy,0
336,healthy,0
383,inoculated,0
552,inoculated,0
727,inoculated,0
441,recovered,0
341,inoculated,0
493,inoculated,0
343,inoculated,0
608,inoculated,0
345,healthy,0
346,healthy,0
669,inoculated,0
77,inoculated,0
349,inoculated,0
350,inoculated,0
118,inoculated,0
927,inoculated,0
353,healthy,0
822,inoculated,0
848,healthy,0
355,inoculated,0
357,healthy,0
742,inoculated,0
359,healthy,0
460,recovered,0
238,inoculated,0
921,healthy,0
82,inoculated,0
171,inoculated,0
843,inoculated,0
258,inoculated,0
97,inoculated,0
146,healthy,0
88,inoculated,0
370,inoculated,0
101,inoculated,0
372,healthy,0
772,healthy,0
428,inoculated,0
630,recovered,0
603,inoculated,0
377,inoculated,0
378,inoculated,0
379,recovered,0
380,recovered,0
913,inoculated,0
382,recovered,0
969,inoculated,0
384,healthy,0
385,inoculated,0
172,inoculated,0
387,inoculated,0
388,healthy,0
373,inoculated,0
200,inoculated,0
391,inoculated,0
392,healthy,0
393,inoculated,0
394,inoculated,0
395,inoculated,0
119,inoculated,0
397,inoculated,0
398,healthy,0
399,healthy,0
400,healthy,0
401,inoculated,0
438,healthy,0
898,inoculated,0
404,healthy,0
922,inoculated,0
75,healthy,0
407,inoculated,0
295,healthy,0
409,healthy,0
410,healthy,0
411,healthy,0
178,inoculated,0
287,recovered,0
414,inoculated,0
402,inoculated,0
416,inoculated,0
135,inoculated,0
418,healthy,0
864,healthy,0
420,inoculated,0
421,healthy,0
422,healthy,0
423,inoculated,0
196,healthy,0
425,inoculated,0
901,inoculated,0
521,inoculated,0
911,inoculated,0
429,inoculated,0
430,inoculated,0
364,healthy,0
432,inoculated,0
219,inoculated,0
434,recovered,0
435,recovered,0
216,healthy,0
437,inoculated,0
415,recovered,0
439,recovered,0
736,inoculated,0
705,healthy,0
442,healthy,0
929,healthy,0
90,inoculated,0
72,healthy,0
446,inoculated,0
447,inoculated,0
478,healthy,0
449,healthy,0
424,healthy,0
890,inoculated,0
452,healthy,0
804,healthy,0
361,healthy,0
455,inoculated,0
456,inoculated,0
457,healthy,0
50,inoculated,0
459,inoculated,0
244,healthy,0
879,inoculated,0
462,healthy,0
463,healthy,0
464,healthy,0
89,healthy,0
466,healthy,0
467,healthy,0
695,healthy,0
926,healthy,0
470,healthy,0
471,healthy,0
381,inoculated,0
473,inoculated,0
474,inoculated,0
475,healthy,0
857,inoculated,0
490,inoculated,0
668,healthy,0
479,healthy,0
480,healthy,0
312,healthy,0
202,recovered,0
503,recovered,0
484,inoculated,0
485,healthy,0
168,healthy,0
236,healthy,0
488,healthy,0
45,healthy,0
212,healthy,0
291,healthy,0
386,healthy,0
527,healthy,0
494,inoculated,0
903,inoculated,0
152,healthy,0
497,inoculated,0
873,healthy,0
499,healthy,0
500,inoculated,0
125,inoculated,0
667,healthy,0
612,healthy,0
636,healthy,0
505,healthy,0
506,healthy,0
507,inoculated,0
508,healthy,0
509,inoculated,0
510,inoculated,0
13,inoculated,0
512,inoculated,0
513,inoculated,0
514,healthy,0
515,inoculated,0
516,inoculated,0
517,healthy,0
184,inoculated,0
440,healthy,0
520,inoculated,0
427,inoculated,0
330,inoculated,0
523,healthy,0
524,healthy,0
525,inoculated,0
526,healthy,0
299,healthy,0
528,healthy,0
529,healthy,0
530,healthy,0
390,inoculated,0
985,inoculated,0
240,healthy,0
84,inoculated,0
535,healthy,0
536,inoculated,0
537,healthy,0
553,inoculated,0
539,healthy,0
100,inoculated,0
339,healthy,0
542,healthy,0
543,inoculated,0
453,inoculated,0
916,healthy,0
546,inoculated,0
850,healthy,0
548,inoculated,0
549,healthy,0
550,inoculated,0
551,inoculated,0
965,healthy,0
988,healthy,0
934,inoculated,0
555,inoculated,0
556,inoculated,0
170,inoculated,0
558,inoculated,0
465,inoculated,0
560,inoculated,0
561,healthy,0
938,inoculated,0
723,healthy,0
564,healthy,0
134,inoculated,0
740,healthy,0
567,inoculated,0
840,inoculated,0
569,inoculated,0
570,healthy,0
322,inoculated,0
572,healthy,0
263,healthy,0
574,healthy,0
862,healthy,0
576,inoculated,0
577,healthy,0
578,healthy,0
966,healthy,0
580,inoculated,0
581,healthy,0
579,inoculated,0
583,inoculated,0
584,inoculated,0
852,healthy,0
199,inoculated,0
587,inoculated,0
588,healthy,0
589,healthy,0
590,inoculated,0
591,inoculated,0
592,healthy,0
593,healthy,0
594,inoculated,0
595,inoculated,0
331,healthy,0
597,inoculated,0
931,healthy,0
776,healthy,0
937,inoculated,0
601,healthy,0
232,inoculated,0
376,healthy,0
540,healthy,0
605,inoculated,0
606,inoculated,0
607,healthy,0
344,inoculated,0
609,inoculated,0
980,healthy,0
794,healthy,0
859,inoculated,0
613,inoculated,0
614,healthy,0
162,healthy,0
616,inoculated,0
278,inoculated,0
640,healthy,0
750,healthy,0
781,healthy,0
621,sick,4
801,sick,0
851,inoculated,0
998,inoculated,0
625,healthy,0
626,healthy,0
627,inoculated,0
187,inoculated,0
664,healthy,0
375,healthy,0
631,inoculated,0
288,inoculated,0
633,inoculated,0
634,inoculated,0
243,healthy,0
504,recovered,0
637,inoculated,0
638,inoculated,0
639,inoculated,0
348,inoculated,0
641,inoculated,0
642,healthy,0
643,inoculated,0
707,healthy,0
645,inoculated,0
646,healthy,0
647,inoculated,0
648,healthy,0
254,healthy,0
183,healthy,0
651,inoculated,0
953,healthy,0
943,inoculated,0
654,inoculated,0
127,inoculated,0
147,healthy,0
657,inoculated,0
658,healthy,0
659,inoculated,0
660,inoculated,0
661,inoculated,0
662,inoculated,0
663,inoculated,0
201,recovered,0
665,inoculated,0
672,inoculated,0
617,recovered,0
448,healthy,0
721,inoculated,0
670,inoculated,0
198,inoculated,0
666,inoculated,0
673,healthy,0
674,healthy,0
952,healthy,0
676,healthy,0
677,inoculated,0
858,healthy,0
679,inoculated,0
680,inoculated,0
681,healthy,0
682,healthy,0
683,inoculated,0
675,healthy,0
685,inoculated,0
686,healthy,0
358,inoculated,0
688,inoculated,0
986,inoculated,0
690,healthy,0
691,inoculated,0
692,inoculated,0
947,inoculated,0
611,inoculated,0
347,inoculated,0
696,healthy,0
939,inoculated,0
698,inoculated,0
699,inoculated,0
700,healthy,0
303,inoculated,0
702,healthy,0
703,inoculated,0
704,healthy,0
340,inoculated,0
706,healthy,0
977,healthy,0
755,inoculated,0
709,inoculated,0
974,inoculated,0
831,healthy,0
151,inoculated,0
713,inoculated,0
714,inoculated,0
715,inoculated,0
716,healthy,0
277,inoculated,0
718,healthy,0
882,inoculated,0
744,inoculated,0
468,inoculated,0
976,inoculated,0
563,healthy,0
610,inoculated,0
725,healthy,0
726,inoculated,0
194,inoculated,0
728,inoculated,0
729,healthy,0
730,inoculated,0
731,healthy,0
732,healthy,0
733,healthy,0
950,inoculated,0
735,inoculated,0
23,healthy,0
737,inoculated,0
738,inoculated,0
739,healthy,0
814,inoculated,0
741,inoculated,0
78,healthy,0
743,healthy,0
333,inoculated,0
406,inoculated,0
746,inoculated,0
747,healthy,0
748,inoculated,0
749,inoculated,0
619,inoculated,0
724,inoculated,0
752,healthy,0
753,inoculated,0
754,inoculated,0
708,healthy,0
756,healthy,0
777,inoculated,0
758,inoculated,0
458,inoculated,0
760,inoculated,0
371,inoculated,0
762,inoculated,0
763,healthy,0
957,healthy,0
159,healthy,0
766,inoculated,0
767,healthy,0
602,inoculated,0
30,healthy,0
770,inoculated,0
71,inoculated,0
389,healthy,0
773,healthy,0
774,healthy,0
314,inoculated,0
599,healthy,0
963,healthy,0
778,healthy,0
779,inoculated,0
856,inoculated,0
256,healthy,0
992,inoculated,0
783,inoculated,0
784,inoculated,0
785,inoculated,0
203,recovered,0
787,inoculated,0
948,healthy,0
881,healthy,0
133,inoculated,0
791,inoculated,0
946,healthy,0
793,inoculated,0
309,healthy,0
795,healthy,0
796,healthy,0
797,inoculated,0
323,inoculated,0
836,recovered,0
800,inoculated,0
261,inoculated,0
909,healthy,0
928,healthy,0
222,inoculated,0
805,inoculated,0
899,healthy,0
807,healthy,0
808,inoculated,0
809,inoculated,0
810,healthy,0
811,inoculated,0
812,healthy,0
813,inoculated,0
566,inoculated,0
815,inoculated,0
816,inoculated,0
817,healthy,0
818,healthy,0
819,healthy,0
635,inoculated,0
719,inoculated,0
132,healthy,0
823,healthy,0
544,recovered,0
825,inoculated,0
826,healthy,0
827,inoculated,0
828,inoculated,0
482,inoculated,0
830,inoculated,0
237,healthy,0
832,healthy,0
833,healthy,0
834,inoculated,0
835,inoculated,0
33,healthy,0
996,healthy,0
61,inoculated,0
839,healthy,0
121,healthy,0
255,healthy,0
842,healthy,0
701,healthy,0
93,inoculated,0
573,healthy,0
846,inoculated,0
847,inoculated,0
356,healthy,0
354,inoculated,0
547,inoculated,0
623,inoculated,0
585,inoculated,0
853,inoculated,0
854,recovered,0
855,recovered,0
684,inoculated,0
885,healthy,0
108,inoculated,0
483,healthy,0
860,inoculated,0
62,healthy,0
575,inoculated,0
964,healthy,0
419,inoculated,0
865,inoculated,0
866,healthy,0
994,inoculated,0
841,inoculated,0
869,healthy,0
169,healthy,0
788,inoculated,0
872,inoculated,0
498,inoculated,0
874,inoculated,0
875,healthy,0
941,healthy,0
877,healthy,0
568,healthy,0
461,inoculated,0
880,inoculated,0
789,inoculated,0
821,healthy,0
883,healthy,0
884,healthy,0
476,inoculated,0
886,inoculated,0
104,inoculated,0
283,healthy,0
562,healthy,0
759,healthy,0
891,healthy,0
14,healthy,0
275,inoculated,0
894,inoculated,0
895,inoculated,0
896,healthy,0
897,healthy,0
366,healthy,0
253,healthy,0
900,healthy,0
426,inoculated,0
902,inoculated,0
495,healthy,0
904,healthy,0
905,healthy,0
906,healthy,0
519,inoculated,0
908,inoculated,0
935,inoculated,0
9,inoculated,0
156,inoculated,0
912,inoculated,0
472,inoculated,0
42,inoculated,0
915,healthy,0
545,inoculated,0
917,healthy,0
918,healthy,0
919,inoculated,0
920,inoculated,0
362,inoculated,0
405,healthy,0
923,healthy,0
769,inoculated,0
925,inoculated,0
469,inoculated,0
185,healthy,0
228,inoculated,0
443,inoculated,0
930,healthy,0
538,inoculated,0
932,healthy,0
933,healthy,0
615,inoculated,0
43,healthy,0
936,healthy,0
600,inoculated,0
367,inoculated,0
650,inoculated,0
940,inoculated,0
876,inoculated,0
942,inoculated,0
582,healthy,0
655,inoculated,0
945,inoculated,0
259,inoculated,0
693,inoculated,0
871,healthy,0
949,healthy,0
734,inoculated,0
951,healthy,0
780,healthy,0
284,healthy,0
954,inoculated,0
955,inoculated,0
49,healthy,0
764,inoculated,0
958,healthy,0
959,healthy,0
960,inoculated,0
961,inoculated,0
962,healthy,0
757,inoculated,0
863,inoculated,0
338,inoculated,0
481,healthy,0
967,healthy,0
968,healthy,0
491,healthy,0
970,healthy,0
971,healthy,0
73,inoculated,0
973,inoculated,0
671,healthy,0
975,inoculated,0
722,inoculated,0
644,healthy,0
978,inoculated,0
979,healthy,0
751,healthy,0
981,healthy,0
179,inoculated,0
983,healthy,0
313,inoculated,0
532,healthy,0
689,healthy,0
987,healthy,0
598,inoculated,0
989,healthy,0
990,healthy,0
620,inoculated,0
279,inoculated,0
993,healthy,0
867,inoculated,0
995,inoculated,0
837,healthy,0
710,healthy,0
624,inoculated,0
999,healthy,0
