id,status,daysLeft
232,healthy,0
128,healthy,0
447,healthy,0
786,healthy,0
442,healthy,0
160,healthy,0
444,healthy,0
445,healthy,0
510,healthy,0
440,healthy,0
933,healthy,0
449,healthy,0
281,healthy,0
526,healthy,0
350,healthy,0
453,healthy,0
748,recovered,0
28,healthy,0
807,sick,0
457,sick,0
567,recovered,0
459,healthy,0
460,healthy,0
91,healthy,0
316,healthy,0
463,healthy,0
464,healthy,0
465,healthy,0
466,healthy,0
509,healthy,0
257,healthy,0
382,healthy,0
470,healthy,0
600,healthy,0
714,sick,3
398,sick,0
518,healthy,0
475,healthy,0
476,sick,3
826,sick,3
478,sick,1
754,recovered,0
855,recovered,0
118,recovered,0
773,recovered,0
805,healthy,0
77,healthy,0
137,sick,4
150,healthy,0
487,recovered,0
488,sick,0
54,healthy,0
196,healthy,0
491,healthy,0
492,recovered,0
493,sick,1
626,recovered,0
495,recovered,0
52,recovered,0
673,recovered,0
302,healthy,0
640,healthy,0
202,healthy,0
501,healthy,0
502,sick,4
679,sick,2
244,recovered,0
524,healthy,0
658,recovered,0
507,recovered,0
284,healthy,0
683,healthy,0
723,healthy,0
931,healthy,0
112,recovered,0
38,healthy,0
40,healthy,0
959,healthy,0
516,healthy,0
517,healthy,0
702,healthy,0
519,healthy,0
520,healthy,0
240,healthy,0
522,healthy,0
523,healthy,0
581,healthy,0
525,healthy,0
451,healthy,0
898,healthy,0
994,healthy,0
615,healthy,0
749,healthy,0
698,healthy,0
532,healthy,0
644,healthy,0
534,healthy,0
192,recovered,0
536,healthy,0
628,healthy,0
538,healthy,0
290,healthy,0
61,healthy,0
650,healthy,0
512,healthy,0
399,healthy,0
582,healthy,0
545,healthy,0
546,healthy,0
100,healthy,0
548,recovered,0
655,recovered,0
443,healthy,0
254,healthy,0
552,healthy,0
553,healthy,0
691,healthy,0
946,healthy,0
556,healthy,0
557,healthy,0
83,healthy,0
317,healthy,0
560,healthy,0
561,healthy,0
983,healthy,0
563,healthy,0
564,healthy,0
565,healthy,0
167,healthy,0
285,healthy,0
568,healthy,0
349,healthy,0
570,healthy,0
853,recovered,0
572,healthy,0
263,recovered,0
59,recovered,0
157,recovered,0
576,recovered,0
115,recovered,0
578,sick,2
579,healthy,0
580,healthy,0
505,recovered,0
877,healthy,0
583,healthy,0
277,healthy,0
308,healthy,0
716,healthy,0
587,healthy,0
468,healthy,0
900,healthy,0
590,healthy,0
591,healthy,0
822,healthy,0
593,healthy,0
594,healthy,0
595,healthy,0
657,recovered,0
307,healthy,0
480,healthy,0
599,healthy,0
741,healthy,0
601,healthy,0
602,healthy,0
390,recovered,0
852,recovered,0
847,healthy,0
511,healthy,0
530,healthy,0
785,healthy,0
700,healthy,0
610,healthy,0
884,healthy,0
612,healthy,0
303,healthy,0
614,healthy,0
496,healthy,0
616,healthy,0
617,healthy,0
455,sick,1
954,healthy,0
18,healthy,0
621,healthy,0
886,healthy,0
477,recovered,0
624,recovered,0
625,recovered,0
697,healthy,0
821,healthy,0
970,healthy,0
629,healthy,0
630,healthy,0
467,healthy,0
589,healthy,0
681,healthy,0
16,healthy,0
635,healthy,0
897,healthy,0
173,healthy,0
638,healthy,0
639,healthy,0
30,healthy,0
182,sick,1
872,recovered,0
643,healthy,0
87,recovered,0
171,healthy,0
550,healthy,0
647,healthy,0
711,healthy,0
890,healthy,0
991,healthy,0
651,healthy,0
342,healthy,0
559,healthy,0
654,healthy,0
327,healthy,0
656,healthy,0
596,healthy,0
506,healthy,0
659,healthy,0
660,healthy,0
348,healthy,0
662,sick,4
663,sick,0
712,sick,0
665,recovered,0
666,recovered,0
354,recovered,0
494,recovered,0
230,healthy,0
768,healthy,0
206,healthy,0
957,healthy,0
400,healthy,0
801,recovered,0
430,healthy,0
733,recovered,0
677,healthy,0
437,healthy,0
833,healthy,0
680,healthy,0
261,healthy,0
682,healthy,0
631,healthy,0
859,recovered,0
685,healthy,0
686,healthy,0
901,healthy,0
193,sick,2
503,recovered,0
361,healthy,0
554,healthy,0
880,recovered,0
339,healthy,0
694,healthy,0
592,healthy,0
41,healthy,0
188,healthy,0
175,healthy,0
96,healthy,0
609,healthy,0
701,healthy,0
123,healthy,0
703,healthy,0
704,healthy,0
705,healthy,0
427,healthy,0
636,healthy,0
708,healthy,0
709,healthy,0
452,healthy,0
403,healthy,0
527,healthy,0
713,healthy,0
627,recovered,0
664,healthy,0
48,recovered,0
793,sick,1
236,healthy,0
860,recovered,0
720,recovered,0
721,recovered,0
571,healthy,0
446,healthy,0
315,healthy,0
725,healthy,0
305,recovered,0
395,healthy,0
728,healthy,0
747,healthy,0
730,healthy,0
753,healthy,0
732,recovered,0
676,healthy,0
734,healthy,0
25,healthy,0
940,healthy,0
737,healthy,0
362,healthy,0
739,healthy,0
740,healthy,0
37,healthy,0
270,healthy,0
755,healthy,0
744,recovered,0
745,recovered,0
746,recovered,0
985,recovered,0
454,healthy,0
607,healthy,0
750,recovered,0
751,healthy,0
778,healthy,0
731,recovered,0
204,healthy,0
743,healthy,0
756,healthy,0
272,healthy,0
758,healthy,0
759,healthy,0
569,healthy,0
777,healthy,0
106,healthy,0
814,healthy,0
764,healthy,0
637,healthy,0
417,recovered,0
767,healthy,0
172,healthy,0
769,healthy,0
351,healthy,0
771,healthy,0
772,healthy,0
482,healthy,0
774,healthy,0
775,healthy,0
776,healthy,0
905,healthy,0
671,recovered,0
779,healthy,0
183,healthy,0
781,healthy,0
239,healthy,0
295,healthy,0
784,healthy,0
508,healthy,0
441,healthy,0
787,healthy,0
960,healthy,0
29,healthy,0
187,healthy,0
717,sick,2
792,sick,2
53,sick,0
794,recovered,0
795,recovered,0
260,healthy,0
883,sick,0
648,healthy,0
799,recovered,0
800,sick,0
674,healthy,0
802,recovered,0
803,recovered,0
804,recovered,0
819,sick,1
806,recovered,0
456,healthy,0
808,recovered,0
809,healthy,0
51,healthy,0
811,healthy,0
812,healthy,0
813,healthy,0
763,healthy,0
875,recovered,0
816,healthy,0
817,healthy,0
818,healthy,0
684,healthy,0
820,healthy,0
688,healthy,0
695,healthy,0
823,sick,3
824,recovered,0
605,recovered,0
668,sick,1
827,sick,2
485,healthy,0
829,healthy,0
606,healthy,0
831,healthy,0
384,healthy,0
689,healthy,0
834,healthy,0
271,healthy,0
836,healthy,0
837,healthy,0
838,healthy,0
839,healthy,0
854,recovered,0
788,healthy,0
842,healthy,0
843,healthy,0
844,healthy,0
845,healthy,0
846,healthy,0
259,healthy,0
916,healthy,0
231,healthy,0
273,healthy,0
304,recovered,0
604,healthy,0
321,recovered,0
72,healthy,0
858,recovered,0
542,healthy,0
431,healthy,0
598,sick,0
483,healthy,0
790,sick,3
861,recovered,0
862,recovered,0
863,recovered,0
864,recovered,0
865,recovered,0
866,recovered,0
15,healthy,0
179,healthy,0
144,healthy,0
870,healthy,0
871,recovered,0
642,healthy,0
873,recovered,0
134,recovered,0
815,healthy,0
926,healthy,0
301,healthy,0
878,recovered,0
879,recovered,0
789,sick,0
881,recovered,0
882,recovered,0
797,sick,2
611,healthy,0
885,healthy,0
622,recovered,0
887,healthy,0
352,healthy,0
889,healthy,0
649,healthy,0
891,healthy,0
892,healthy,0
893,healthy,0
894,healthy,0
895,healthy,0
896,healthy,0
707,healthy,0
715,healthy,0
899,healthy,0
608,healthy,0
687,healthy,0
902,healthy,0
903,healthy,0
904,healthy,0
529,healthy,0
469,healthy,0
907,healthy,0
977,healthy,0
909,healthy,0
288,healthy,0
528,recovered,0
186,healthy,0
913,healthy,0
914,healthy,0
915,healthy,0
336,healthy,0
17,healthy,0
918,healthy,0
919,healthy,0
920,healthy,0
921,healthy,0
922,healthy,0
923,healthy,0
924,healthy,0
481,healthy,0
276,healthy,0
306,sick,0
928,healthy,0
929,healthy,0
930,healthy,0
386,healthy,0
932,healthy,0
998,healthy,0
934,healthy,0
935,healthy,0
936,healthy,0
937,healthy,0
938,healthy,0
939,healthy,0
736,healthy,0
941,healthy,0
942,healthy,0
943,healthy,0
944,healthy,0
945,healthy,0
555,healthy,0
947,healthy,0
948,healthy,0
42,healthy,0
410,healthy,0
345,recovered,0
81,recovered,0
953,healthy,0
619,healthy,0
955,healthy,0
956,healthy,0
672,healthy,0
514,healthy,0
274,recovered,0
868,recovered,0
961,recovered,0
20,healthy,0
963,healthy,0
964,healthy,0
462,healthy,0
966,healthy,0
967,healthy,0
968,healthy,0
969,healthy,0
706,healthy,0
971,healthy,0
974,healthy,0
973,healthy,0
669,recovered,0
975,healthy,0
982,recovered,0
965,healthy,0
562,healthy,0
979,healthy,0
394,recovered,0
241,sick,0
159,sick,3
978,sick,3
262,healthy,0
992,healthy,0
986,healthy,0
335,healthy,0
988,healthy,0
989,healthy,0
990,healthy,0
139,healthy,0
618,healthy,0
993,healthy,0
972,healthy,0
995,healthy,0
409,healthy,0
207,healthy,0
127,healthy,0
782,healthy,0
