id,status,daysLeft
860,healthy,0
861,healthy,0
862,healthy,0
948,healthy,0
864,inoculated,0
865,healthy,0
866,healthy,0
867,inoculated,0
1,healthy,0
261,inoculated,0
870,healthy,0
871,healthy,0
872,healthy,0
873,healthy,0
874,healthy,0
875,inoculated,0
876,healthy,0
877,healthy,0
878,inoculated,0
879,healthy,0
903,inoculated,0
881,healthy,0
882,healthy,0
883,healthy,0
837,inoculated,0
885,healthy,0
886,inoculated,0
887,inoculated,0
888,healthy,0
815,healthy,0
890,inoculated,0
891,inoculated,0
127,healthy,0
988,healthy,0
902,healthy,0
895,inoculated,0
896,healthy,0
897,inoculated,0
898,inoculated,0
422,inoculated,0
900,inoculated,0
408,healthy,0
271,healthy,0
880,healthy,0
904,inoculated,0
905,healthy,0
906,healthy,0
907,healthy,0
243,healthy,0
909,healthy,0
639,inoculated,0
911,healthy,0
912,healthy,0
913,healthy,0
914,healthy,0
915,healthy,0
916,healthy,0
917,healthy,0
918,healthy,0
393,healthy,0
920,healthy,0
601,healthy,0
220,healthy,0
923,healthy,0
924,inoculated,0
925,healthy,0
926,healthy,0
927,healthy,0
262,healthy,0
929,healthy,0
930,healthy,0
931,healthy,0
932,inoculated,0
198,healthy,0
934,healthy,0
935,inoculated,0
834,healthy,0
937,healthy,0
938,healthy,0
939,inoculated,0
940,healthy,0
941,inoculated,0
942,inoculated,0
230,healthy,0
944,inoculated,0
945,healthy,0
964,healthy,0
947,healthy,0
863,inoculated,0
949,inoculated,0
950,healthy,0
951,healthy,0
952,inoculated,0
370,healthy,0
954,inoculated,0
579,inoculated,0
956,inoculated,0
957,healthy,0
958,healthy,0
959,healthy,0
960,healthy,0
961,healthy,0
962,inoculated,0
963,inoculated,0
999,healthy,0
787,healthy,0
966,healthy,0
967,healthy,0
968,healthy,0
969,healthy,0
970,healthy,0
971,healthy,0
320,healthy,0
973,healthy,0
974,healthy,0
697,healthy,0
976,inoculated,0
977,healthy,0
978,healthy,0
979,healthy,0
980,inoculated,0
981,healthy,0
982,healthy,0
225,sick,0
984,inoculated,0
985,sick,0
986,sick,1
987,sick,0
38,healthy,0
398,healthy,0
990,healthy,0
991,healthy,0
992,inoculated,0
993,healthy,0
994,healthy,0
995,inoculated,0
996,healthy,0
997,healthy,0
998,inoculated,0
946,inoculated,0
